date,year,index,N1,N2,N3,N4,N5,N6,S1,color,zodiac,EvO,BS,month
2008-05-17,2008,56,18,24,45,46,48,3,31,blue,horse,odd,big,5
2008-05-20,2008,57,6,25,1,4,47,23,49,green,rat,odd,big,5
2008-05-22,2008,58,29,23,34,19,41,1,15,blue,dog,odd,small,5
2008-05-24,2008,59,12,5,31,1,19,14,45,red,dragon,odd,big,5
2008-05-27,2008,60,29,24,28,22,23,43,6,green,goat,even,small,5
2008-05-29,2008,61,39,1,44,49,27,6,36,blue,ox,even,big,5
2008-05-31,2008,62,42,36,26,11,31,34,13,red,rat,odd,small,5
2008-06-03,2008,63,41,40,33,5,32,49,30,red,goat,even,big,6
2008-06-07,2008,64,14,6,39,45,11,23,10,blue,rabbit,even,small,6
2008-06-10,2008,65,11,7,2,20,29,45,48,blue,ox,even,big,6
2008-06-12,2008,66,37,6,22,9,4,15,3,blue,dog,odd,small,6
2008-06-14,2008,67,3,44,41,19,15,40,13,red,rat,odd,small,6
2008-06-17,2008,68,13,32,3,5,6,31,15,blue,dog,odd,small,6
2008-06-19,2008,69,2,18,11,45,39,26,24,red,ox,even,small,6
2008-06-21,2008,70,34,29,13,5,44,1,25,blue,rat,odd,big,6
2008-06-24,2008,71,9,29,22,27,42,8,38,green,pig,even,big,6
2008-06-27,2008,72,48,40,33,46,39,8,24,red,ox,even,small,6
2008-06-29,2008,73,28,7,1,19,34,2,5,green,monkey,odd,small,6
2008-07-02,2008,74,48,31,21,3,26,29,1,red,rat,odd,small,7
2008-07-05,2008,75,15,7,38,20,2,6,14,blue,pig,even,small,7
2008-07-08,2008,76,21,19,15,24,18,26,36,blue,ox,even,big,7
2008-07-10,2008,77,17,41,44,18,5,12,32,green,snake,even,big,7
2008-07-12,2008,78,38,27,21,5,25,40,11,green,tiger,odd,small,7
2008-07-15,2008,79,17,47,24,38,9,19,3,blue,dog,odd,small,7
2008-07-17,2008,80,18,38,25,47,27,15,2,red,pig,even,small,7
2008-07-19,2008,81,46,18,35,1,24,29,2,red,pig,even,small,7
2008-07-22,2008,82,45,40,29,33,43,10,8,red,snake,even,small,7
2008-07-24,2008,83,38,29,45,31,15,5,48,blue,ox,even,big,7
2008-07-26,2008,84,9,41,48,13,10,12,6,green,goat,even,small,7
2008-07-29,2008,85,7,34,35,15,25,38,6,green,goat,even,small,7
2008-07-31,2008,86,25,33,1,34,41,8,28,green,rooster,even,big,7
2008-08-02,2008,87,8,33,11,6,35,4,25,blue,rat,odd,big,8
2008-08-05,2008,88,11,49,16,6,38,42,40,red,rooster,even,big,8
2008-08-07,2008,89,30,47,23,3,24,17,26,blue,pig,even,big,8
2008-08-09,2008,90,21,19,15,8,42,32,10,blue,rabbit,even,small,8
2008-08-12,2008,91,28,26,11,31,10,15,43,green,horse,odd,big,8
2008-08-14,2008,92,46,27,23,41,16,20,6,green,goat,even,small,8
2008-08-16,2008,93,38,25,14,43,46,32,35,red,tiger,odd,big,8
2008-08-19,2008,94,32,7,19,39,24,26,20,blue,snake,even,small,8
2008-08-21,2008,95,1,20,21,3,37,35,46,red,rabbit,even,big,8
2008-08-23,2008,96,20,9,10,3,34,25,41,blue,monkey,odd,big,8
2008-08-26,2008,97,25,2,43,13,19,30,44,green,snake,even,big,8
2008-08-28,2008,98,38,21,34,1,27,31,10,blue,rabbit,even,small,8
2008-08-30,2008,99,2,49,37,10,8,44,22,green,rabbit,even,small,8
2008-09-02,2008,100,13,9,22,16,31,24,18,red,goat,even,small,9
2008-09-04,2008,101,22,7,17,42,26,31,12,red,ox,even,small,9
2008-09-06,2008,102,38,23,18,22,10,4,35,red,tiger,odd,big,9
2008-09-09,2008,103,7,48,15,23,29,3,5,green,monkey,odd,small,9
2008-09-11,2008,104,12,8,25,20,49,2,34,red,rabbit,even,big,9
2008-09-13,2008,105,46,34,16,8,9,3,42,blue,goat,even,big,9
2008-09-16,2008,106,40,4,14,9,36,25,45,red,dragon,odd,big,9
2008-09-18,2008,107,2,34,17,46,49,38,33,green,dragon,odd,big,9
2008-09-20,2008,108,5,49,28,4,27,10,46,red,rabbit,even,big,9
2008-09-25,2008,109,1,29,16,46,4,15,30,red,goat,even,big,9
2008-09-27,2008,110,39,33,36,17,7,44,31,blue,horse,odd,big,9
2008-09-30,2008,111,26,11,47,27,40,39,34,red,rabbit,even,big,9
2008-10-02,2008,112,42,32,17,29,20,13,15,blue,dog,odd,small,10
2008-10-04,2008,113,14,22,19,4,16,35,9,blue,dragon,odd,small,10
2008-10-07,2008,114,34,46,4,49,26,10,5,green,monkey,odd,small,10
2008-10-09,2008,115,1,27,38,19,2,12,41,blue,monkey,odd,big,10
2008-10-11,2008,116,46,37,35,11,38,8,27,green,dog,odd,big,10
2008-10-14,2008,117,11,19,14,44,21,41,31,blue,horse,odd,big,10
2008-10-16,2008,118,31,44,21,6,40,42,7,red,horse,odd,small,10
2008-10-18,2008,119,7,9,3,6,32,35,24,red,ox,even,small,10
2008-10-21,2008,120,37,8,1,9,35,32,14,blue,pig,even,small,10
2008-10-23,2008,121,46,5,21,19,27,9,37,blue,rat,odd,big,10
2008-10-25,2008,122,22,13,18,30,3,20,39,green,dog,odd,big,10
2008-10-28,2008,123,13,3,26,10,11,48,9,blue,dragon,odd,small,10
2008-10-30,2008,124,13,33,40,5,23,37,39,green,dog,odd,big,10
2008-11-01,2008,125,32,19,23,44,17,11,25,blue,rat,odd,big,11
2008-11-03,2008,126,25,8,1,38,20,43,39,green,dog,odd,big,11
2008-11-06,2008,127,43,35,5,42,6,28,4,blue,rooster,even,small,11
2008-11-09,2008,128,24,1,15,48,4,6,43,green,horse,odd,big,11
2008-11-11,2008,129,19,32,27,17,20,35,11,green,tiger,odd,small,11
2008-11-13,2008,130,33,9,34,10,43,20,42,blue,goat,even,big,11
2008-11-15,2008,131,32,2,8,5,24,37,35,red,tiger,odd,big,11
2008-11-18,2008,132,28,18,32,29,5,11,10,blue,rabbit,even,small,11
2008-11-20,2008,133,41,13,40,31,4,36,49,green,rat,odd,big,11
2008-11-22,2008,134,28,1,4,24,17,3,7,red,horse,odd,small,11
2008-11-25,2008,135,38,3,48,46,18,9,13,red,rat,odd,small,11
2008-11-27,2008,136,6,36,46,14,21,4,41,blue,monkey,odd,big,11
2008-11-29,2008,137,6,27,37,33,36,5,48,blue,ox,even,big,11
2008-12-02,2008,138,43,30,31,29,3,13,8,red,snake,even,small,12
2008-12-04,2008,139,35,47,10,8,37,28,12,red,ox,even,small,12
2008-12-07,2008,140,26,28,17,9,30,4,1,red,rat,odd,small,12
2008-12-09,2008,141,21,44,14,47,7,43,35,red,tiger,odd,big,12
2008-12-11,2008,142,47,1,48,11,41,10,20,blue,snake,even,small,12
2008-12-13,2008,143,40,1,27,7,36,48,13,red,rat,odd,small,12
2008-12-16,2008,144,32,44,36,38,29,21,43,green,horse,odd,big,12
2008-12-18,2008,145,40,22,31,27,46,2,13,red,rat,odd,small,12
2008-12-21,2008,146,6,20,34,26,40,13,10,blue,rabbit,even,small,12
2008-12-23,2008,147,29,33,48,24,26,22,46,red,rabbit,even,big,12
2008-12-27,2008,148,2,21,24,34,17,19,18,red,goat,even,small,12
2008-12-30,2008,149,4,29,40,18,47,8,9,blue,dragon,odd,small,12
2009-01-03,2009,1,16,30,21,2,10,22,26,blue,rat,even,big,1
2009-01-06,2009,2,23,42,45,30,9,14,19,red,goat,odd,small,1
2009-01-08,2009,3,22,46,19,33,18,42,7,red,goat,odd,small,1
2009-01-11,2009,4,7,16,3,47,19,44,31,blue,goat,odd,big,1
2009-01-13,2009,5,36,41,15,12,49,40,42,blue,monkey,even,big,1
2009-01-15,2009,6,6,9,32,24,10,12,30,red,monkey,even,big,1
2009-01-17,2009,7,1,47,28,29,15,16,37,blue,ox,odd,big,1
2009-01-20,2009,8,34,42,22,13,5,29,37,blue,ox,odd,big,1
2009-01-23,2009,9,37,44,47,5,17,38,12,red,tiger,even,small,1
2009-01-25,2009,10,44,40,47,4,12,19,49,green,ox,odd,big,1
2009-01-27,2009,11,42,13,7,21,17,45,36,blue,tiger,even,big,1
2009-01-29,2009,12,36,9,25,8,17,6,4,blue,dog,even,small,1
2009-01-31,2009,13,9,14,24,10,4,29,38,green,rat,even,big,1
2009-02-03,2009,14,26,12,46,8,44,31,42,blue,monkey,even,big,2
2009-02-05,2009,15,3,47,36,46,25,23,20,blue,horse,even,small,2
2009-02-07,2009,16,42,44,9,48,12,45,35,red,rabbit,odd,big,2
2009-02-10,2009,17,4,14,24,21,48,6,8,red,horse,even,small,2
2009-02-12,2009,18,32,42,10,22,14,28,36,blue,tiger,even,big,2
2009-02-14,2009,19,12,37,39,31,17,46,8,red,horse,even,small,2
2009-02-17,2009,20,39,12,26,8,15,44,6,green,monkey,even,small,2
2009-02-19,2009,21,36,26,9,16,6,29,8,red,horse,even,small,2
2009-02-21,2009,22,15,21,14,8,20,7,44,green,horse,even,big,2
2009-02-24,2009,23,47,38,32,9,37,1,25,blue,ox,odd,big,2
2009-02-26,2009,24,15,24,14,23,19,25,2,red,rat,even,small,2
2009-02-28,2009,25,24,22,34,15,5,46,26,blue,rat,even,big,2
2009-03-03,2009,26,22,37,25,49,30,38,15,blue,pig,odd,small,3
2009-03-05,2009,27,7,33,17,2,47,20,45,red,snake,odd,big,3
2009-03-08,2009,28,11,40,4,3,28,37,36,blue,tiger,even,big,3
2009-03-10,2009,29,48,21,39,27,33,32,9,blue,snake,odd,small,3
2009-03-12,2009,30,32,16,30,15,2,12,5,green,rooster,odd,small,3
2009-03-14,2009,31,43,10,16,19,42,33,12,red,tiger,even,small,3
2009-03-17,2009,32,37,14,11,21,17,12,10,blue,dragon,even,small,3
2009-03-19,2009,33,32,14,21,18,6,46,43,green,goat,odd,big,3
2009-03-21,2009,34,27,32,23,13,43,34,22,green,dragon,even,small,3
2009-03-24,2009,35,12,16,4,38,46,15,21,green,snake,odd,small,3
2009-03-26,2009,36,42,36,5,38,14,34,19,red,goat,odd,small,3
2009-03-29,2009,37,42,24,40,32,43,36,47,blue,rabbit,odd,big,3
2009-03-31,2009,38,29,1,7,15,23,35,14,blue,rat,even,small,3
2009-04-02,2009,39,33,39,7,13,20,45,30,red,monkey,even,big,4
2009-04-04,2009,40,2,18,46,17,10,6,34,red,dragon,even,big,4
2009-04-07,2009,41,45,4,21,29,41,22,14,blue,rat,even,small,4
2009-04-09,2009,42,44,7,29,9,49,22,1,red,ox,odd,small,4
2009-04-11,2009,43,38,47,16,45,3,25,35,red,rabbit,odd,big,4
2009-04-14,2009,44,27,2,42,22,41,7,5,green,rooster,odd,small,4
2009-04-16,2009,45,19,12,11,1,30,28,49,green,ox,odd,big,4
2009-04-18,2009,46,33,14,29,10,48,22,5,green,rooster,odd,small,4
2009-04-21,2009,47,31,4,43,41,18,42,24,red,tiger,even,small,4
2009-04-23,2009,48,45,34,46,20,42,15,23,red,rabbit,odd,small,4
2009-04-25,2009,49,34,17,46,38,4,49,7,red,goat,odd,small,4
2009-04-28,2009,50,41,7,20,36,3,34,39,green,pig,odd,big,4
2009-04-30,2009,51,8,21,30,49,38,11,35,red,rabbit,odd,big,4
2009-05-02,2009,52,6,29,18,1,39,48,10,blue,dragon,even,small,5
2009-05-05,2009,53,31,30,45,41,5,29,47,blue,rabbit,odd,big,5
2009-05-07,2009,54,7,3,9,16,34,2,14,blue,rat,even,small,5
2009-05-10,2009,55,48,11,21,41,28,14,32,green,horse,even,big,5
2009-05-12,2009,56,29,9,38,25,36,41,23,red,rabbit,odd,small,5
2009-05-14,2009,57,49,43,46,23,6,31,40,red,dog,even,big,5
2009-05-16,2009,58,3,7,20,18,27,11,2,red,rat,even,small,5
2009-05-19,2009,59,45,36,28,38,40,33,4,blue,dog,even,small,5
2009-05-23,2009,60,21,32,46,8,1,37,22,green,dragon,even,small,5
2009-05-26,2009,61,25,11,14,27,47,19,20,blue,horse,even,small,5
2009-05-28,2009,62,49,2,28,46,12,20,31,blue,goat,odd,big,5
2009-05-30,2009,63,14,27,9,12,36,20,11,green,rabbit,odd,small,5
2009-06-02,2009,64,47,29,26,5,7,18,2,red,rat,even,small,6
2009-06-04,2009,65,4,43,9,24,22,19,1,red,ox,odd,small,6
2009-06-06,2009,66,1,23,5,8,48,32,3,blue,pig,odd,small,6
2009-06-09,2009,67,46,13,16,7,35,42,25,blue,ox,odd,big,6
2009-06-11,2009,68,8,11,33,43,20,15,34,red,dragon,even,big,6
2009-06-14,2009,69,42,39,12,43,13,25,38,green,rat,even,big,6
2009-06-16,2009,70,37,41,16,30,27,25,36,blue,tiger,even,big,6
2009-06-18,2009,71,26,2,19,17,22,11,13,red,ox,odd,small,6
2009-06-20,2009,72,7,11,24,32,49,35,46,red,dragon,even,big,6
2009-06-23,2009,73,34,1,19,39,48,43,45,red,snake,odd,big,6
2009-06-25,2009,74,36,45,30,26,19,12,20,blue,horse,even,small,6
2009-06-27,2009,75,16,26,18,21,48,30,45,red,snake,odd,big,6
2009-06-30,2009,76,17,5,11,15,46,25,24,red,tiger,even,small,6
2009-07-02,2009,77,22,24,40,19,6,29,4,blue,dog,even,small,7
2009-07-04,2009,78,20,2,19,49,14,17,26,blue,rat,even,big,7
2009-07-07,2009,79,47,38,41,6,30,27,20,blue,horse,even,small,7
2009-07-09,2009,80,24,30,46,31,26,4,2,red,rat,even,small,7
2009-07-11,2009,81,2,9,21,47,18,32,26,blue,rat,even,big,7
2009-07-14,2009,82,2,39,10,46,47,19,41,blue,rooster,odd,big,7
2009-07-16,2009,83,14,45,3,17,29,5,31,blue,goat,odd,big,7
2009-07-18,2009,84,39,38,29,24,41,28,19,red,goat,odd,small,7
2009-07-21,2009,85,13,15,4,6,1,48,39,green,pig,odd,big,7
2009-07-23,2009,86,11,3,1,47,15,39,44,green,horse,even,big,7
2009-07-25,2009,87,23,22,4,31,47,36,20,blue,horse,even,small,7
2009-07-28,2009,88,49,4,28,46,11,20,31,blue,goat,odd,big,7
2009-07-30,2009,89,18,12,4,40,11,21,44,green,horse,even,big,7
2009-08-01,2009,90,8,45,48,47,1,20,11,green,rabbit,odd,small,8
2009-08-04,2009,91,32,9,36,34,37,27,20,blue,horse,even,small,8
2009-08-06,2009,92,48,39,38,18,47,28,24,red,tiger,even,small,8
2009-08-08,2009,93,8,5,30,10,11,23,42,blue,monkey,even,big,8
2009-08-11,2009,94,24,15,31,39,23,1,33,green,snake,odd,big,8
2009-08-13,2009,95,27,18,29,37,3,6,4,blue,dog,even,small,8
2009-08-15,2009,96,24,34,6,23,16,20,42,blue,monkey,even,big,8
2009-08-18,2009,97,33,3,20,18,15,1,48,blue,tiger,even,big,8
2009-08-20,2009,98,26,12,22,27,29,15,37,blue,ox,odd,big,8
2009-08-22,2009,99,48,4,12,29,3,32,16,green,dog,even,small,8
2009-08-25,2009,100,15,11,32,12,24,5,39,green,pig,odd,big,8
2009-08-27,2009,101,24,5,42,8,17,30,34,red,dragon,even,big,8
2009-08-29,2009,102,35,33,4,18,26,17,40,red,dog,even,big,8
2009-09-01,2009,103,22,17,19,40,27,46,4,blue,dog,even,small,9
2009-09-04,2009,104,14,9,49,6,47,17,38,green,rat,even,big,9
2009-09-06,2009,105,9,24,41,48,35,40,31,blue,goat,odd,big,9
2009-09-08,2009,106,21,13,11,20,28,16,15,blue,pig,odd,small,9
2009-09-10,2009,107,29,31,35,33,7,32,48,blue,tiger,even,big,9
2009-09-12,2009,108,35,3,43,1,14,17,47,blue,rabbit,odd,big,9
2009-09-15,2009,109,35,11,49,14,17,16,34,red,dragon,even,big,9
2009-09-17,2009,110,30,28,24,21,48,19,26,blue,rat,even,big,9
2009-09-19,2009,111,41,23,28,39,37,20,26,blue,rat,even,big,9
2009-09-22,2009,112,9,5,18,1,24,32,38,green,rat,even,big,9
2009-09-24,2009,113,34,9,36,19,22,26,24,red,tiger,even,small,9
2009-09-27,2009,114,3,1,41,30,47,9,19,red,goat,odd,small,9
2009-10-01,2009,115,33,15,48,1,40,5,21,green,snake,odd,small,10
2009-10-03,2009,116,16,39,4,6,22,11,10,blue,dragon,even,small,10
2009-10-06,2009,117,36,12,15,24,49,17,14,blue,rat,even,small,10
2009-10-08,2009,118,35,39,21,31,33,44,28,green,dog,even,big,10
2009-10-10,2009,119,19,16,12,49,2,20,4,blue,dog,even,small,10
2009-10-13,2009,120,36,18,43,15,13,45,7,red,goat,odd,small,10
2009-10-15,2009,121,15,17,22,37,47,39,26,blue,rat,even,big,10
2009-10-18,2009,122,42,32,4,20,2,15,48,blue,tiger,even,big,10
2009-10-20,2009,123,34,8,46,39,26,36,35,red,rabbit,odd,big,10
2009-10-22,2009,124,40,1,47,2,29,24,7,red,goat,odd,small,10
2009-10-24,2009,125,25,34,26,41,45,22,15,blue,pig,odd,small,10
2009-10-27,2009,126,41,35,16,13,31,42,36,blue,tiger,even,big,10
2009-10-29,2009,127,44,15,14,16,18,13,48,blue,tiger,even,big,10
2009-10-31,2009,128,30,27,29,25,11,44,23,red,rabbit,odd,small,10
2009-11-03,2009,129,33,19,43,42,45,3,44,green,horse,even,big,11
2009-11-05,2009,130,42,3,13,40,31,9,30,red,monkey,even,big,11
2009-11-08,2009,131,38,17,35,27,32,2,41,blue,rooster,odd,big,11
2009-11-10,2009,132,24,8,2,22,35,18,17,green,rooster,odd,small,11
2009-11-12,2009,133,10,9,6,20,1,46,14,blue,rat,even,small,11
2009-11-14,2009,134,42,26,28,6,15,3,21,green,snake,odd,small,11
2009-11-17,2009,135,42,9,2,43,4,28,45,red,snake,odd,big,11
2009-11-19,2009,136,11,19,41,35,45,13,24,red,tiger,even,small,11
2009-11-21,2009,137,2,38,23,28,45,8,21,green,snake,odd,small,11
2009-11-24,2009,138,24,7,45,21,33,35,26,blue,rat,even,big,11
2009-11-26,2009,139,17,42,3,1,9,18,7,red,goat,odd,small,11
2009-11-28,2009,140,25,38,1,5,32,39,4,blue,dog,even,small,11
2009-12-01,2009,141,5,44,10,4,17,39,24,red,tiger,even,small,12
2009-12-03,2009,142,20,15,10,46,21,34,4,blue,dog,even,small,12
2009-12-05,2009,143,14,1,38,17,35,23,31,blue,goat,odd,big,12
2009-12-08,2009,144,35,31,12,29,6,23,21,green,snake,odd,small,12
2009-12-10,2009,145,4,15,16,49,34,8,45,red,snake,odd,big,12
2009-12-12,2009,146,40,46,37,8,9,49,41,blue,rooster,odd,big,12
2009-12-15,2009,147,10,40,27,28,47,46,18,red,monkey,even,small,12
2009-12-17,2009,148,43,4,30,49,37,2,10,blue,dragon,even,small,12
2009-12-20,2009,149,4,45,24,32,2,28,38,green,rat,even,big,12
2009-12-22,2009,150,33,6,44,23,30,43,10,blue,dragon,even,small,12
2009-12-24,2009,151,20,22,27,26,44,31,49,green,ox,odd,big,12
2009-12-26,2009,152,42,27,21,17,36,6,23,red,rabbit,odd,small,12
2009-12-29,2009,153,33,39,9,38,27,40,14,blue,rat,even,small,12
2009-12-31,2009,154,33,26,28,41,31,40,19,red,goat,odd,small,12
2010-01-02,2010,1,11,13,22,16,21,18,6,green,dog,even,small,1
2010-01-05,2010,2,22,28,16,5,14,26,27,green,ox,odd,big,1
2010-01-07,2010,3,5,14,45,48,16,25,42,blue,dog,even,big,1
2010-01-09,2010,4,45,8,16,40,4,39,10,blue,horse,even,small,1
2010-01-12,2010,5,29,9,30,23,25,48,1,red,rabbit,odd,small,1
2010-01-14,2010,6,26,48,38,27,21,35,41,blue,pig,odd,big,1
2010-01-17,2010,7,5,19,35,18,45,28,27,green,ox,odd,big,1
2010-01-19,2010,8,9,2,3,41,24,33,40,red,rat,even,big,1
2010-01-21,2010,9,48,7,6,24,17,41,16,green,rat,even,small,1
2010-01-23,2010,10,46,18,19,39,26,34,2,red,tiger,even,small,1
2010-01-26,2010,11,9,8,38,17,37,31,2,red,tiger,even,small,1
2010-01-28,2010,12,3,43,46,15,32,9,28,green,rat,even,big,1
2010-01-30,2010,13,6,32,30,34,2,4,40,red,rat,even,big,1
2010-02-02,2010,14,10,38,1,13,14,39,41,blue,pig,odd,big,2
2010-02-04,2010,15,25,9,42,47,20,36,13,red,rabbit,odd,small,2
2010-02-06,2010,16,41,24,16,5,1,13,14,blue,tiger,even,small,2
2010-02-09,2010,17,10,14,13,49,4,8,7,red,rooster,odd,small,2
2010-02-11,2010,18,36,35,24,27,21,32,16,green,rat,even,small,2
2010-02-13,2010,19,29,27,5,26,21,28,44,green,monkey,even,big,2
2010-02-15,2010,20,20,17,1,49,7,29,19,red,rooster,odd,small,2
2010-02-18,2010,21,32,11,28,7,5,4,3,blue,ox,odd,small,2
2010-02-20,2010,22,4,32,3,45,11,15,1,red,rabbit,odd,small,2
2010-02-23,2010,23,8,19,43,44,48,49,46,red,horse,even,big,2
2010-02-25,2010,24,47,37,11,44,20,31,46,red,horse,even,big,2
2010-02-27,2010,25,25,17,36,22,16,18,47,blue,snake,odd,big,2
2010-03-02,2010,26,6,28,10,1,21,35,46,red,horse,even,big,3
2010-03-04,2010,27,24,11,10,33,34,38,16,green,rat,even,small,3
2010-03-07,2010,28,28,12,46,31,3,26,16,green,rat,even,small,3
2010-03-09,2010,29,17,28,9,45,13,14,20,blue,monkey,even,small,3
2010-03-11,2010,30,14,40,10,35,48,43,21,green,goat,odd,small,3
2010-03-13,2010,31,39,22,4,1,14,18,48,blue,dragon,even,big,3
2010-03-16,2010,32,16,4,37,47,28,38,30,red,dog,even,big,3
2010-03-18,2010,33,39,19,37,4,41,30,31,blue,rooster,odd,big,3
2010-03-20,2010,34,45,12,39,8,29,33,36,blue,dragon,even,big,3
2010-03-23,2010,35,46,11,32,7,22,27,17,green,pig,odd,small,3
2010-03-25,2010,36,16,47,29,44,14,45,42,blue,dog,even,big,3
2010-03-27,2010,37,1,44,22,36,3,8,29,red,pig,odd,big,3
2010-03-30,2010,38,29,31,40,2,48,22,20,blue,monkey,even,small,3
2010-04-01,2010,39,42,20,31,43,23,21,41,blue,pig,odd,big,4
2010-04-03,2010,40,43,37,40,35,11,23,30,red,dog,even,big,4
2010-04-06,2010,41,42,35,20,25,45,11,8,red,monkey,even,small,4
2010-04-08,2010,42,3,30,33,37,25,5,35,red,snake,odd,big,4
2010-04-11,2010,43,36,38,7,41,2,20,40,red,rat,even,big,4
2010-04-13,2010,44,32,42,46,37,33,31,17,green,pig,odd,small,4
2010-04-15,2010,45,36,21,37,35,19,30,33,green,goat,odd,big,4
2010-04-17,2010,46,38,2,49,42,1,24,19,red,rooster,odd,small,4
2010-04-20,2010,47,27,6,35,17,25,40,32,green,monkey,even,big,4
2010-04-22,2010,48,29,1,39,16,23,46,17,green,pig,odd,small,4
2010-04-24,2010,49,23,12,5,39,29,16,11,green,snake,odd,small,4
2010-04-27,2010,50,3,21,33,22,18,13,8,red,monkey,even,small,4
2010-04-29,2010,51,5,24,41,7,26,49,3,blue,ox,odd,small,4
2010-05-02,2010,52,26,41,28,16,44,7,24,red,dragon,even,small,5
2010-05-04,2010,53,19,41,40,34,46,24,15,blue,ox,odd,small,5
2010-05-06,2010,54,37,40,31,2,39,38,44,green,monkey,even,big,5
2010-05-09,2010,55,1,27,34,8,21,5,20,blue,monkey,even,small,5
2010-05-11,2010,56,40,35,34,15,29,26,9,blue,goat,odd,small,5
2010-05-13,2010,57,22,49,39,37,31,16,32,green,monkey,even,big,5
2010-05-15,2010,58,44,39,32,47,29,1,17,green,pig,odd,small,5
2010-05-18,2010,59,7,48,12,20,4,39,14,blue,tiger,even,small,5
2010-05-20,2010,60,22,37,11,10,4,15,49,green,rabbit,odd,big,5
2010-05-22,2010,61,12,26,29,18,33,17,41,blue,pig,odd,big,5
2010-05-25,2010,62,14,40,43,30,18,46,27,green,ox,odd,big,5
2010-05-27,2010,63,28,49,9,22,32,33,18,red,dog,even,small,5
2010-05-29,2010,64,16,26,4,25,33,42,30,red,dog,even,big,5
2010-06-01,2010,65,24,11,7,46,28,13,26,blue,tiger,even,big,6
2010-06-03,2010,66,42,19,44,16,26,5,6,green,dog,even,small,6
2010-06-05,2010,67,15,37,38,40,30,9,1,red,rabbit,odd,small,6
2010-06-08,2010,68,8,7,23,47,21,12,10,blue,horse,even,small,6
2010-06-10,2010,69,49,26,36,8,32,35,24,red,dragon,even,small,6
2010-06-13,2010,70,21,20,2,40,19,11,43,green,rooster,odd,big,6
2010-06-15,2010,71,5,21,18,49,35,10,11,green,snake,odd,small,6
2010-06-17,2010,72,45,48,11,42,15,5,14,blue,tiger,even,small,6
2010-06-19,2010,73,12,8,27,13,35,2,37,blue,rabbit,odd,big,6
2010-06-22,2010,74,4,9,20,2,35,40,44,green,monkey,even,big,6
2010-06-24,2010,75,23,34,5,26,49,31,24,red,dragon,even,small,6
2010-06-26,2010,76,20,7,15,41,13,21,2,red,tiger,even,small,6
2010-06-29,2010,77,21,11,41,48,8,38,49,green,rabbit,odd,big,6
2010-07-03,2010,78,2,49,14,13,45,21,19,red,rooster,odd,small,7
2010-07-06,2010,79,42,21,14,17,46,29,49,green,rabbit,odd,big,7
2010-07-08,2010,80,40,4,47,16,46,43,27,green,ox,odd,big,7
2010-07-10,2010,81,2,42,25,27,22,35,13,red,rabbit,odd,small,7
2010-07-13,2010,82,5,25,48,43,2,3,24,red,dragon,even,small,7
2010-07-15,2010,83,2,16,41,10,44,18,31,blue,rooster,odd,big,7
2010-07-17,2010,84,7,34,12,40,48,30,33,green,goat,odd,big,7
2010-07-20,2010,85,26,47,13,29,5,40,42,blue,dog,even,big,7
2010-07-24,2010,86,42,33,15,6,25,22,24,red,dragon,even,small,7
2010-07-27,2010,87,4,17,43,28,23,46,22,green,horse,even,small,7
2010-07-29,2010,88,12,38,41,49,13,44,22,green,horse,even,small,7
2010-07-31,2010,89,37,33,28,29,35,12,22,green,horse,even,small,7
2010-08-03,2010,90,17,9,35,31,26,36,42,blue,dog,even,big,8
2010-08-05,2010,91,8,46,42,49,30,48,7,red,rooster,odd,small,8
2010-08-07,2010,92,46,45,34,18,41,3,37,blue,rabbit,odd,big,8
2010-08-10,2010,93,39,20,12,30,5,8,23,red,snake,odd,small,8
2010-08-12,2010,94,29,17,42,6,48,33,34,red,horse,even,big,8
2010-08-14,2010,95,38,17,34,46,6,12,43,green,rooster,odd,big,8
2010-08-17,2010,96,25,2,35,8,5,22,16,green,rat,even,small,8
2010-08-19,2010,97,8,43,48,12,30,46,35,red,snake,odd,big,8
2010-08-21,2010,98,49,34,40,21,37,18,28,green,rat,even,big,8
2010-08-24,2010,99,11,9,37,6,25,16,45,red,goat,odd,big,8
2010-08-26,2010,100,10,9,1,36,7,44,37,blue,rabbit,odd,big,8
2010-08-28,2010,101,3,1,6,7,49,36,42,blue,dog,even,big,8
2010-08-30,2010,102,46,6,39,49,40,16,41,blue,pig,odd,big,8
2010-09-02,2010,103,11,48,7,23,3,20,38,green,tiger,even,big,9
2010-09-04,2010,104,17,25,34,43,19,45,47,blue,snake,odd,big,9
2010-09-07,2010,105,2,3,16,42,43,45,27,green,ox,odd,big,9
2010-09-09,2010,106,19,34,37,4,2,41,5,green,pig,odd,small,9
2010-09-11,2010,107,35,36,24,39,10,20,12,red,dragon,even,small,9
2010-09-14,2010,108,3,22,39,4,7,30,6,green,dog,even,small,9
2010-09-16,2010,109,8,47,49,5,46,31,34,red,horse,even,big,9
2010-09-19,2010,110,40,26,33,19,12,17,25,blue,rabbit,odd,big,9
2010-09-21,2010,111,35,23,48,36,13,10,47,blue,snake,odd,big,9
2010-09-25,2010,112,39,23,30,37,16,43,5,green,pig,odd,small,9
2010-09-28,2010,113,49,42,31,30,45,7,46,red,horse,even,big,9
2010-09-30,2010,114,26,18,22,21,29,9,27,green,ox,odd,big,9
2010-10-02,2010,115,16,36,27,21,7,17,6,green,dog,even,small,10
2010-10-05,2010,116,29,16,8,31,5,6,12,red,dragon,even,small,10
